Latitude,Longitude
25.7527132, -100.3960762
25.7838615, -100.3996909
25.7639199, -100.4220463
25.7826289, -100.3964051
25.753199, -100.403976
25.7741005, -100.4160547
25.747164, -100.4140574
25.7158041, -100.3536471
25.747164, -100.4140574
25.7120163, -100.3615063
25.7382338, -100.4108628
25.7107757, -100.3072071
25.7586189, -100.4075732
25.7048611, -100.290217
25.7572213, -100.4073001
25.6915394, -100.266737
25.7384606, -100.3996082
25.6838829, -100.2775103
25.7365348, -100.389492
25.688097, -100.2858832
25.725221, -100.396199
25.6888006, -100.2933248
25.7079712, -100.3789123
25.6865381, -100.2979134
25.6948614, -100.3855363
25.6880905, -100.3086052
25.7366851, -100.3788721
25.7007035, -100.324908
25.7319479, -100.3822766
25.692602, -100.3327605
25.7268892, -100.377268
25.7007524, -100.3145179
25.7197049, -100.3724748
25.6915602, -100.3381307
25.7199458, -100.3609761
25.6931116, -100.3400837
25.7191652, -100.3537862
25.6655164, -100.2970427
25.7207199, -100.3504145
25.6582327, -100.2924645
25.7226873, -100.3466129
25.6686735, -100.2745547
25.727488, -100.3513391
25.6654136, -100.2913429
25.723725, -100.362167
25.6645, -100.2733226
25.7276296, -100.3636692
25.6607869, -100.2738987
25.7295852, -100.3680382
25.6500629, -100.2744871
25.7324428, -100.3652686
25.6463376, -100.2809453
25.7766519, -100.3848041
25.6338226, -100.28739
25.748523, -100.409339
25.6191283, -100.263092
25.6905527, -100.3801252
25.6167324, -100.2727071
25.6937822, -100.3808844
25.6115479, -100.2676062
25.7769795, -100.3940498
25.5969814, -100.2609619
25.7601944, -100.3922178
25.723792, -100.336193
25.7580777, -100.4310679
25.7265129, -100.3300794
25.7586189, -100.4075732
25.7302813, -100.3237751
25.7457588, -100.4147608
25.5938873, -100.2528847
25.7387263, -100.3917024
25.7121166, -100.3543074
25.7232864, -100.3622073
25.6953451, -100.2984069
25.7058242, -100.3594478
25.7014339, -100.2985099
25.68711, -100.3794627
25.6946938, -100.3136835
25.6841644, -100.3674138
25.6919618, -100.3341402
25.6924552, -100.3712855
25.7016915, -100.3539464
25.6967232, -100.3529819
25.6847661, -100.3525433
25.6846841, -100.3605902
25.6539388, -100.2794962
25.6905527, -100.3801252
25.6509514, -100.2845484
25.6900118, -100.376241
25.6338226, -100.28739
25.6820015, -100.3700089
25.6115479, -100.2676062
25.6824936, -100.3749746
25.6052706, -100.2572407
25.6905527, -100.3801252
25.7339709, -100.3230479
25.6796971, -100.3647321
25.7314184, -100.3496801
25.671277, -100.3737557
25.7311522, -100.3424802
25.6665813, -100.3489968
25.7235801, -100.3410866
25.6623026, -100.3349154
25.723792, -100.336193
25.6625457, -100.3325846
25.7315549, -100.3223914
25.6582918, -100.3225865
25.677494, -100.319048
25.6529749, -100.3063158
25.6754027, -100.3294292
25.6505498, -100.3101087
25.6737241, -100.3388963
25.6456986, -100.2965445
25.6687765, -100.3326988
25.6390672, -100.2968054
25.6739228, -100.3502979
25.6419607, -100.3076067
25.674097, -100.3518824
25.6419607, -100.3076067
25.6810814, -100.3408637
25.6423786, -100.3142019
25.6718306, -100.3035222
25.6323354, -100.2990738
25.6829228, -100.3493895
25.6360651, -100.2919394
25.6361871, -100.2888351
25.6291873, -100.2818044
25.6277753, -100.2816038
25.6298928, -100.2879674
25.626219, -100.2927773
25.6253698, -100.2940049
25.6251234, -100.2905212
25.6222815, -100.2758405
25.6203099, -100.2814935
25.6209352, -100.2834049
25.6244922, -100.2844336
25.6232759, -100.2863732
25.6046559, -100.2788393
25.609627, -100.2756726
25.5973515, -100.2662857
25.5846932, -100.2736544
25.5783636, -100.2890611
25.5802213, -100.242797
25.5802213, -100.242797
25.5808534, -100.2390384
25.5943013, -100.250088
25.5831551, -100.2453121
25.6865253, -100.3730701
25.6869004, -100.3731241
25.6834156, -100.3623947
25.6785543, -100.3659201
25.6374072, -100.317325
25.6406158, -100.296904
25.6190958, -100.2838126
25.6102758, -100.2745432
25.5982849, -100.2688043
25.5960852, -100.2711497
25.5707103, -100.277854
25.5792934, -100.2724153
25.5605068, -100.2411045
25.5475557, -100.229398
25.7739791, -100.3808243
25.7597286, -100.386216
25.7580176, -100.3849384
25.7541532, -100.3801
25.7568853, -100.3734895
25.7546999, -100.3661624
25.7580713, -100.3547508
25.74643, -100.371057
25.7479101, -100.3697172
25.7543581, -100.3529143
25.7449527, -100.3599614
25.7404865, -100.3613828
25.7403445, -100.3637069
25.7342301, -100.3619177
25.7323301, -100.3500764
25.7483023, -100.3454174
25.7445646, -100.3418492
25.7423984, -100.3380267
25.7398942, -100.3359385
25.7407932, -100.3324468
25.7351112, -100.3344098
25.7667408, -100.3637873
25.7580176, -100.3849384
25.7593016, -100.372777
25.7528963, -100.3520366
25.7478477, -100.3505125
25.7360328, -100.349698
25.7279967, -100.3571235
25.7401403, -100.3491352
25.7327775, -100.3229385
25.727594, -100.3250963
25.7075338, -100.3233376
25.7076326, -100.3171475
25.7048274, -100.2848119
25.7011575, -100.2660748
25.6920347, -100.2774498
25.6816611, -100.2764184
25.6865709, -100.2810112
25.6829893, -100.2869415
25.6905493, -100.2929325
25.6910526, -100.293527
25.701635, -100.3064275
25.7007524, -100.3145179
25.6961136, -100.3324101
25.6973133, -100.33545
25.6960736, -100.3533257
25.665193, -100.2931559
25.6629147, -100.2926891
25.6646183, -100.2774466
25.6554112, -100.2807395
25.6489203, -100.2847592
25.6414139, -100.2755743
25.6396507, -100.2756108
25.6367553, -100.2758059
25.6349539, -100.2748889
25.6310371, -100.2738939
25.6235309, -100.2745485
25.6285809, -100.2739825
25.6195247, -100.270292
25.6182795, -100.2693419
25.6054028, -100.2656503
25.7140498, -100.3442198
25.7107804, -100.3310943
25.6994731, -100.2907052
25.6937444, -100.3080024
25.6758091, -100.2750476
25.6349539, -100.2748889
25.601296, -100.266564
25.6026243, -100.25778
25.7326909, -100.339933
25.7286196, -100.3416553
25.7282471, -100.3393281
25.7265129, -100.3300794
25.6789607, -100.2959861
25.7058242, -100.3594478
25.68711, -100.3794627
25.6841644, -100.3674138
25.6948753, -100.373975
25.6924552, -100.3712855
25.7160683, -100.3641636
25.7016915, -100.3539464
25.6932882, -100.3657847
25.727594, -100.3250963
25.5555816, -100.2344902
25.7741005, -100.4160547
25.7209974, -100.3789552
25.7871658, -100.3801482
25.7011575, -100.2660748
25.7075338, -100.3233376
25.75648, -100.42105
25.7060988, -100.3641351
25.7102392, -100.3695531
25.6991381, -100.364946
25.7079712, -100.3789123
25.7182784, -100.3645681
25.7641088, -100.427367
25.6937822, -100.3808844
25.748523, -100.409339
25.6905527, -100.3801252
25.6932882, -100.3657847
25.7018643, -100.3594601
25.68711, -100.3794627
25.7838615, -100.3996909
25.7826289, -100.3964051
25.7048274, -100.2848119
25.7107757, -100.3072071
25.7058864, -100.2933937
25.6960736, -100.3533257
25.7107804, -100.3310943
25.5488, -100.21801
25.74555, -100.41076
25.7769838, -100.3841652
25.7737269, -100.4060698
25.772078, -100.4018186
25.7714444, -100.3959471
25.7659651, -100.4020142
25.7643949, -100.4058552
25.7653104, -100.3863212
25.7484166, -100.384194
25.7639199, -100.4220463
25.7580777, -100.4310679
25.7611368, -100.41881
25.7433001, -100.4055651
25.7326384, -100.4124466
25.7357912, -100.4112008
25.7455335, -100.3868743
25.740418, -100.387752
25.7390573, -100.3774883
25.7410745, -100.3989353
25.7350988, -100.3971537
25.720606, -100.392444
25.6991381, -100.364946
25.697521, -100.3769596
25.7148033, -100.3714238
25.732983, -100.3704401
25.7277361, -100.3776573
25.7197049, -100.3724748
25.7181348, -100.3466744
25.7235592, -100.3535595
25.7766519, -100.3848041
25.7766519, -100.3848041
25.7666438, -100.3814507
25.68711, -100.3794627
25.7821992, -100.4119089
25.7853167, -100.4117641
25.747164, -100.4140574
25.7431554, -100.396941
25.7422931, -100.3873594
25.7359243, -100.3926025
25.7403929, -100.3813716
25.740572, -100.3748279
25.7225077, -100.3941244
25.7160683, -100.3641636
25.744332, -100.3793726
25.7060988, -100.3641351
25.7018643, -100.3594601
25.7016915, -100.3539464
25.6991381, -100.364946
25.6932882, -100.3657847
25.7425712, -100.4348095
25.7641088, -100.427367
25.548776, -100.2202616
25.6891785, -100.3790868
25.6793032, -100.3702398
25.6775744, -100.3748589
25.6754755, -100.3912892
25.6718182, -100.3663667
25.6679388, -100.3592963
25.6645741, -100.3438218
25.6641396, -100.3390342
25.6582918, -100.3225865
25.6582918, -100.3225865
25.654056, -100.3037222
25.6476699, -100.3007795
25.6463504, -100.2917281
25.6362061, -100.3112648
25.6362061, -100.3112648
25.6332593, -100.3098138
25.6282316, -100.2906154
25.6238663, -100.2806273
25.6214333, -100.2795528
25.6359617, -100.3130438
25.6200352, -100.3106108
25.6255672, -100.2992818
25.6260323, -100.3005333
25.6070929, -100.2802743
25.6076204, -100.2882273
25.5951313, -100.268534
25.5950742, -100.2653973
25.5918877, -100.280926
25.5801148, -100.262255
25.5762473, -100.253987
25.5385091, -100.2100102
25.5385091, -100.2100102
25.5385091, -100.2100102
25.5859826, -100.2432436
25.5821697, -100.233978
25.5851361, -100.2539186
25.664396, -100.272727
25.5807595, -100.2506545
25.5871314, -100.252808
25.5845861, -100.248416
25.5831551, -100.2453121
25.5672114, -100.2391245
25.5555816, -100.2344902
25.548776, -100.2202616
25.6885773, -100.3836855
25.6931676, -100.3758549
25.684905, -100.3572568
25.6813573, -100.3693876
25.6501761, -100.3162914
25.6362061, -100.3112648
25.6394669, -100.3027587
25.6222815, -100.2758405
25.618121, -100.2850458
25.5836658, -100.2646026
25.5707103, -100.277854
25.5791019, -100.2668735
25.7337614, -100.3999681
25.5140807, -100.2450624
25.7871658, -100.3801482
25.7925945, -100.3829593
25.7871658, -100.3801482
25.7698067, -100.3978774
25.782468, -100.3782748
25.7700725, -100.3706954
25.7690555, -100.3657254
25.7649589, -100.3655355
25.7595528, -100.3760143
25.7537539, -100.3840757
25.7512727, -100.3799665
25.7535601, -100.3710108
25.7602661, -100.3655231
25.756951, -100.3556203
25.7549518, -100.3622316
25.7434163, -100.3747603
25.7398675, -100.3718748
25.7543017, -100.350151
25.7341612, -100.3532119
25.7209974, -100.3789552
25.7390926, -100.3384265
25.7314131, -100.3382065
25.7593016, -100.372777
25.761622, -100.3574416
25.7602661, -100.3655231
25.7597286, -100.386216
25.7546999, -100.3661624
25.7404977, -100.3691051
25.7423872, -100.3414154
25.7383381, -100.338891
25.7390011, -100.3415286
25.7350162, -100.3418361
25.725395, -100.3348135
25.7915354, -100.3869296
25.7921839, -100.4024972
25.7796119, -100.4147976
25.7054739, -100.3342869
25.7060583, -100.3024228
25.7058864, -100.2933937
25.6978737, -100.2661072
25.690162, -100.2820926
25.6914872, -100.2868004
25.6852757, -100.2936794
25.691844, -100.3026796
25.6912854, -100.3151176
25.6919618, -100.3341402
25.7016858, -100.3329069
25.7030931, -100.3362
25.7005588, -100.3362258
25.6854374, -100.3481027
25.6967232, -100.3529819
25.6654136, -100.2913429
25.6599822, -100.2966607
25.6538785, -100.2827892
25.6624612, -100.2849612
25.6494972, -100.2813418
25.646449, -100.2860061
25.6412516, -100.2855258
25.6392305, -100.2735249
25.6090717, -100.2657314
25.6081807, -100.2590769
25.7141621, -100.3487174
25.6941288, -100.2860001
25.6843878, -100.2676498
25.6599822, -100.2966607
25.6556785, -100.2914388
25.5969814, -100.2609619
25.5974828, -100.2515396
25.7390926, -100.3384265
25.7372175, -100.3414775
25.7353022, -100.3415469
25.7302813, -100.3237751
25.7311691, -100.3183735
25.6829464, -100.2949968
25.676831, -100.3406926
25.6779559, -100.3509597
25.6755591, -100.2965617
25.6686421, -100.3036432
25.548776, -100.2202616
25.687694, -100.365409
25.68711, -100.3794627
25.7425712, -100.4348095
25.7479275, -100.3929544
25.7160683, -100.3641636
25.6453965, -100.3038745
25.7921839, -100.4024972
25.7546999, -100.3661624
25.7054739, -100.3342869
25.7048611, -100.290217
25.7076326, -100.3171475
25.7060583, -100.3024228
25.54875, -100.21802
25.7787571, -100.4027679
25.7742808, -100.3984156
25.7703113, -100.3994799
25.724917, -100.3784068
25.68711, -100.3794627
25.6991381, -100.364946
25.718895, -100.388349
25.720606, -100.392444
25.7422074, -100.4067202
25.7393843, -100.4063192
25.7326384, -100.4124466
25.747164, -100.4140574
25.7639199, -100.4220463
25.747164, -100.4140574
25.7641088, -100.427367
25.697098, -100.3851033
25.7148033, -100.3714238
25.7197049, -100.3724748
25.7231507, -100.3607958
25.7437131, -100.392343
25.7766519, -100.3848041
25.7698067, -100.3978774
25.7207199, -100.3504145
25.7586189, -100.4075732
25.7328334, -100.395103
25.581925, -100.288753
25.697521, -100.3769596
25.7601944, -100.3922178
25.6948614, -100.3855363
25.740418, -100.387752
25.7365348, -100.389492
25.7199458, -100.3609761
25.7268892, -100.377268
25.7276296, -100.3636692
25.6932882, -100.3657847
25.727594, -100.3250963
25.6046559, -100.2788393
25.6384204, -100.2903475
25.6406158, -100.296904
25.6419607, -100.3076067
25.6653574, -100.3511511
25.6414391, -100.2897396
25.6390672, -100.2968054
25.5783636, -100.2890611
25.6342016, -100.3003394
25.5935586, -100.2840978
25.693348, -100.37939
25.6834156, -100.3623947
25.6869004, -100.3731241
25.6776946, -100.3958758
25.6677465, -100.3625886
25.6260323, -100.3005333
25.6623026, -100.3349154
25.6754755, -100.3912892
25.6460951, -100.3080443
25.6582918, -100.3225865
25.6582918, -100.3225865
25.6582918, -100.3225865
25.6582918, -100.3225865
25.6362061, -100.3112648
25.6200352, -100.3106108
25.6453965, -100.3038745
25.6232759, -100.2863732
25.6255672, -100.2992818
25.6214333, -100.2795528
25.6214333, -100.2795528
25.6203099, -100.2814935
25.6189642, -100.2800189
25.6244922, -100.2844336
25.6242716, -100.2815031
25.6645741, -100.3438218
25.5836658, -100.2646026
25.5801148, -100.262255
25.6195161, -100.299352
25.5950742, -100.2653973
25.5385091, -100.2100102
25.6686969, -100.3555936
25.6641396, -100.3390342
25.62377, -100.2964631
25.5843269, -100.2370549
25.6625457, -100.3325846
25.5651951, -100.2244158
25.5856989, -100.2448504
25.6323354, -100.2990738
25.6793032, -100.3702398
25.6718182, -100.3663667
25.5791019, -100.2668735
25.6820015, -100.3700089
25.5871314, -100.252808
25.6731526, -100.3772442
25.6501761, -100.3162914
25.6880082, -100.37444
25.664396, -100.272727
25.6076204, -100.2882273
25.6829228, -100.3493895
25.6686421, -100.3036432
25.6718306, -100.3035222
25.6755591, -100.2965617
25.674097, -100.3518824
25.6810814, -100.3408637
25.6829464, -100.2949968
25.676831, -100.3406926
25.6739228, -100.3502979
25.7580713, -100.3547508
25.7398942, -100.3359385
25.7667408, -100.3637873
25.756951, -100.3556203
25.7838615, -100.3996909
25.7826289, -100.3964051
25.7401403, -100.3491352
25.7537539, -100.3840757
25.7905999, -100.3820482
25.7330168, -100.3597086
25.7690555, -100.3657254
25.7741005, -100.4160547
25.7523695, -100.3481814
25.7450048, -100.3279466
25.761622, -100.3574416
25.7337596, -100.321176
25.7528963, -100.3520366
25.7390011, -100.3415286
25.737841, -100.3651039
25.7593016, -100.372777
25.7568853, -100.3734895
25.7568853, -100.3734895
25.7595528, -100.3760143
25.7667204, -100.375603
25.7546999, -100.3661624
25.7739791, -100.3808243
25.7549518, -100.3622316
25.7925945, -100.3829593
25.7350162, -100.3418361
25.6816611, -100.2764184
25.6607869, -100.2738987
25.7302813, -100.3237751
25.7005588, -100.3362258
25.7007524, -100.3145179
25.6349539, -100.2748889
25.6338226, -100.28739
25.6412516, -100.2855258
25.6463376, -100.2809453
25.6191283, -100.263092
25.6538785, -100.2827892
25.7054739, -100.3342869
25.7282471, -100.3393281
25.6847661, -100.3525433
25.7075338, -100.3233376
25.6941288, -100.2860001
25.7311691, -100.3183735
25.6629147, -100.2926891
25.6396507, -100.2756108
25.6539388, -100.2794962
25.6686735, -100.2745547
25.6026243, -100.25778
25.7107804, -100.3310943
25.6973133, -100.33545
25.7311522, -100.3424802
25.6599822, -100.2966607
25.6599822, -100.2966607
25.6054028, -100.2656503
25.6978737, -100.2661072
25.7235801, -100.3410866
25.6915602, -100.3381307
25.6905493, -100.2929325
25.6865381, -100.2979134
25.6195247, -100.270292
25.6489203, -100.2847592
25.6920347, -100.2774498
25.6915394, -100.266737
25.592270677458735, -100.24852433219917
25.727488, -100.3513391
25.7787571, -100.4027679
25.7838615, -100.3996909
25.77996, -100.3856674
25.7280181, -100.4032286
25.7278708, -100.4044257
25.763579, -100.4000796
25.7612807, -100.3976938
25.7596398, -100.4009432
25.7337543, -100.4134325
25.7191652, -100.3537862
25.6948753, -100.373975
25.6924552, -100.3712855
25.7350988, -100.3971537
25.6991381, -100.364946
25.718895, -100.388349
25.725221, -100.396199
25.7425712, -100.4348095
25.7384606, -100.3996082
25.7580777, -100.4310679
25.7422074, -100.4067202
25.7393843, -100.4063192
25.7326384, -100.4124466
25.7382338, -100.4108628
25.7357912, -100.4112008
25.7479275, -100.3929544
25.747164, -100.4140574
25.7359165, -100.402421
25.7580777, -100.4310679
25.7235592, -100.3535595
25.7572213, -100.4073001
25.747164, -100.4140574
25.747164, -100.4140574
25.7160683, -100.3641636
25.7182784, -100.3645681
25.7160683, -100.3641636
25.7641088, -100.427367
25.7359243, -100.3926025
25.744406, -100.3944741
25.7209974, -100.3789552
25.697098, -100.3851033
25.7197049, -100.3724748
25.7231507, -100.3607958
25.7437131, -100.392343
25.7387263, -100.3917024
25.7207199, -100.3504145
25.7181348, -100.3466744
25.748523, -100.409339
25.7643949, -100.4058552
25.7611368, -100.41881
25.7666438, -100.3814507
25.7700128, -100.3833096
25.731806, -100.3865745
25.7365348, -100.389492
25.7277361, -100.3776573
25.7277361, -100.3776573
25.7233598, -100.3772672
25.7276296, -100.3636692
25.6277753, -100.2816038
25.6359617, -100.3130438
25.6463504, -100.2917281
25.6360651, -100.2919394
25.6419607, -100.3076067
25.6419607, -100.3076067
25.6496338, -100.3135905
25.6396085, -100.313931
25.6414391, -100.2897396
25.6390672, -100.2968054
25.5982849, -100.2688043
25.6251234, -100.2905212
25.6342016, -100.3003394
25.5823219, -100.2926876
25.5867648, -100.2682093
25.548776, -100.2202616
25.6900118, -100.376241
25.6834156, -100.3623947
25.6911128, -100.3678559
25.6883716, -100.3647772
25.5555816, -100.2344902
25.5470776, -100.2320646
25.6754755, -100.3912892
25.5943013, -100.250088
25.5762473, -100.253987
25.5672114, -100.2391245
25.5734919, -100.2839969
25.5605068, -100.2411045
25.6582918, -100.3225865
25.6582918, -100.3225865
25.6582918, -100.3225865
25.6362061, -100.3112648
25.6362061, -100.3112648
25.6200352, -100.3106108
25.6453965, -100.3038745
25.6255672, -100.2992818
25.6332593, -100.3098138
25.5846932, -100.2736544
25.6238663, -100.2806273
25.6232759, -100.2863732
25.6222815, -100.2758405
25.6214333, -100.2795528
25.6203099, -100.2814935
25.60155, -100.2754593
25.5385091, -100.2100102
25.5385091, -100.2100102
25.6102758, -100.2745432
25.6456986, -100.2965445
25.6722049, -100.3707136
25.5808534, -100.2390384
25.6891785, -100.3790868
25.6476699, -100.3007795
25.6820015, -100.3700089
25.600318, -100.2750919
25.5707103, -100.277854
25.6253698, -100.2940049
25.6754027, -100.3294292
25.6718306, -100.3035222
25.6755591, -100.2965617
25.6687765, -100.3326988
25.6829464, -100.2949968
25.6870049, -100.3170071
25.677494, -100.319048
25.7398942, -100.3359385
25.7915354, -100.3869296
25.7360328, -100.349698
25.7401403, -100.3491352
25.7543017, -100.350151
25.7427265, -100.3441049
25.7741005, -100.4160547
25.7608644, -100.3645854
25.7483023, -100.3454174
25.7450048, -100.3279466
25.7479101, -100.3697172
25.7403445, -100.3637069
25.7404977, -100.3691051
25.737841, -100.3651039
25.7593016, -100.372777
25.7541532, -100.3801
25.7580176, -100.3849384
25.7535601, -100.3710108
25.7597286, -100.386216
25.7549518, -100.3622316
25.7925945, -100.3829593
25.7390926, -100.3384265
25.7383381, -100.338891
25.7423872, -100.3414154
25.7871658, -100.3801482
25.6829893, -100.2869415
25.6816611, -100.2764184
25.6914872, -100.2868004
25.6937444, -100.3080024
25.7141621, -100.3487174
25.6843878, -100.2676498
25.6338226, -100.28739
25.6191283, -100.263092
25.665193, -100.2931559
25.6538785, -100.2827892
25.7054739, -100.3342869
25.5969814, -100.2609619
25.5969814, -100.2609619
25.7016858, -100.3329069
25.7075338, -100.3233376
25.692602, -100.3327605
25.6941288, -100.2860001
25.7286196, -100.3416553
25.7311691, -100.3183735
25.6167324, -100.2727071
25.7120163, -100.3615063
25.7326909, -100.339933
25.6235309, -100.2745485
25.6539388, -100.2794962
25.6865709, -100.2810112
25.6888006, -100.2933248
25.7121166, -100.3543074
25.6854374, -100.3481027
25.6994731, -100.2907052
25.690162, -100.2820926
25.7030931, -100.3362
25.6081807, -100.2590769
25.6973133, -100.33545
25.7311522, -100.3424802
25.6599822, -100.2966607
25.6599822, -100.2966607
25.6978737, -100.2661072
25.7390926, -100.3384265
25.6645, -100.2733226
25.7314184, -100.3496801
25.6489203, -100.2847592
25.6920347, -100.2774498
25.6392305, -100.2735249
25.6915394, -100.266737
25.7672597, -100.3994072
25.727488, -100.3513391
25.779559, -100.384595
25.7280181, -100.4032286
25.7102392, -100.3695531
25.7457588, -100.4147608
25.763579, -100.4000796
25.7632274, -100.3989071
25.7596398, -100.4009432
25.68711, -100.3794627
25.6991381, -100.364946
25.7156135, -100.3825924
25.725221, -100.396199
25.7580777, -100.4310679
25.7433001, -100.4055651
25.7405652, -100.4080991
25.7359165, -100.402421
25.7422931, -100.3873594
25.7020521, -100.3776922
25.7572213, -100.4073001
25.747164, -100.4140574
25.7639199, -100.4220463
25.7160683, -100.3641636
25.7641088, -100.427367
25.7359243, -100.3926025
25.7209974, -100.3789552
25.7659651, -100.4020142
25.7484166, -100.384194
25.7197049, -100.3724748
25.7016915, -100.3539464
25.744332, -100.3793726
25.7231507, -100.3607958
25.7437131, -100.392343
25.7766519, -100.3848041
25.7698067, -100.3978774
25.7387263, -100.3917024
25.7586189, -100.4075732
25.7403929, -100.3813716
25.7328334, -100.395103
25.7527132, -100.3960762
25.7611368, -100.41881
25.7666438, -100.3814507
25.7653104, -100.3863212
25.7622663, -100.3897892
25.7601944, -100.3922178
25.7714444, -100.3959471
25.731806, -100.3865745
25.7268892, -100.377268
25.7366851, -100.3788721
25.7319479, -100.3822766
25.7276296, -100.3636692
25.7018643, -100.3594601
25.727594, -100.3250963
25.6046559, -100.2788393
25.6419607, -100.3076067
25.684905, -100.3572568
25.5982849, -100.2688043
25.5783636, -100.2890611
25.6342016, -100.3003394
25.5867648, -100.2682093
25.6016331, -100.2745691
25.6394669, -100.3027587
25.6834156, -100.3623947
25.6865253, -100.3730701
25.6911128, -100.3678559
25.6900118, -100.376241
25.6776946, -100.3958758
25.6623026, -100.3349154
25.5470776, -100.2320646
25.6754755, -100.3912892
25.5672114, -100.2391245
25.6460951, -100.3080443
25.6582918, -100.3225865
25.6232759, -100.2863732
25.6222815, -100.2758405
25.6203099, -100.2814935
25.6244922, -100.2844336
25.6686969, -100.3555936
25.6641396, -100.3390342
25.6456986, -100.2965445
25.5843269, -100.2370549
25.6596781, -100.3072205
25.5831551, -100.2453121
25.6793032, -100.3702398
25.654056, -100.3037222
25.6476699, -100.3007795
25.600318, -100.2750919
25.6501761, -100.3162914
25.6190958, -100.2838126
25.5707103, -100.277854
25.664396, -100.272727
25.6396085, -100.313931
25.5802213, -100.242797
25.5807595, -100.2506545
25.6829228, -100.3493895
25.6737241, -100.3388963
25.6687765, -100.3326988
25.676831, -100.3406926
25.6870049, -100.3170071
25.7407932, -100.3324468
25.7580713, -100.3547508
25.7398942, -100.3359385
25.7667408, -100.3637873
25.7401403, -100.3491352
25.7342301, -100.3619177
25.7543017, -100.350151
25.7905999, -100.3820482
25.7543581, -100.3529143
25.7298086, -100.3513985
25.7427265, -100.3441049
25.7524124, -100.3580157
25.7450048, -100.3279466
25.7403445, -100.3637069
25.7698067, -100.3978774
25.7323301, -100.3500764
25.7327775, -100.3229385
25.7314131, -100.3382065
25.7423984, -100.3380267
25.7541532, -100.3801
25.7602661, -100.3655231
25.7568853, -100.3734895
25.7595528, -100.3760143
